housing_address,housing_room_count,housing_type,housing_price,housing_selling_method,housing_seller_agency,housing_date_sold,housing_cbd_distance,housing_bedroom_count,housing_bathroom_count,housing_garage_count,housing_land_size,housing_building_area,housing_year_built,housing_lattitude,housing_longitude,suburb_id
33 Carthy St,3,h,683000.0,S,FN,4/06/2016,11.1,3.0,1.0,2.0,534.0,167.0,1967.0,-37.8284,144.8355,5
16 Harris St,3,h,623000.0,S,Sweeney,4/06/2016,11.1,3.0,1.0,3.0,540.0,,,-37.8267,144.8368,5
1/5 Little St,3,h,720000.0,VB,Greg,6/08/2016,11.1,3.0,2.0,1.0,0.0,130.0,2012.0,-37.8379,144.8583,5
1/95 Mills St,3,h,588000.0,S,Williams,7/05/2016,11.1,3.0,1.0,1.0,328.0,118.0,1970.0,-37.838,144.8555,5
5 Binns St,3,h,710000.0,PI,Village,7/11/2016,11.1,3.0,1.0,3.0,540.0,116.0,1960.0,-37.8294,144.8378,5
25 Allan St,4,h,875000.0,SP,Jas,8/10/2016,11.1,3.0,1.0,4.0,559.0,169.0,1965.0,-37.8448,144.8529,5
21 Hatherley Gr,3,h,700000.0,VB,Jas,10/12/2016,11.1,3.0,1.0,3.0,554.0,,,-37.8449,144.85,5
1/256 Mason St,2,t,640000.0,S,Williams,11/03/2017,11.1,2.0,1.0,1.0,252.0,,1965.0,-37.8397,144.8602,5
21 Allan St,4,h,650000.0,SP,Williams,12/06/2016,11.1,4.0,1.0,4.0,558.0,,,-37.8451,144.8529,5
2/36 May St,3,h,675000.0,S,hockingstuart,14/05/2016,11.1,3.0,2.0,2.0,171.0,109.0,2012.0,-37.8337,144.8554,5
11 Beevers St,3,h,708000.0,S,Greg,15/10/2016,11.1,3.0,1.0,2.0,585.0,97.0,1960.0,-37.8258,144.8523,5
10 Murphy St,4,h,965000.0,SP,Gunn&Co,15/10/2016,11.1,4.0,1.0,4.0,851.0,,,-37.8345,144.8444,5
16 Beevers St,3,h,680000.0,S,Sweeney,19/11/2016,11.1,3.0,1.0,3.0,551.0,,,-37.8254,144.8514,5
21 Neal Ct,3,h,770000.0,SP,hockingstuart,19/11/2016,11.1,3.0,1.0,3.0,602.0,603.0,,-37.8327,144.8451,5
31 Duosa Rd,3,h,923000.0,S,Greg,22/05/2016,11.1,3.0,1.0,2.0,740.0,,,-37.8269,144.8455,5
252 Millers Rd,4,h,693000.0,SP,Raine&Horne,22/05/2016,11.1,4.0,2.0,4.0,315.0,170.0,2008.0,-37.8391,144.8467,5
1/156 Chambers Rd,3,h,620000.0,SP,Hunter,22/08/2016,11.1,5.0,2.0,2.0,276.0,100.0,2010.0,-37.8262,144.8443,5
2 Gadsden St,3,h,728500.0,S,Jas,22/08/2016,11.1,3.0,1.0,1.0,531.0,157.0,1960.0,-37.8277,144.8385,5
24 Hansen St,3,h,931000.0,S,hockingstuart,22/08/2016,11.1,3.0,2.0,1.0,590.0,160.0,1950.0,-37.8382,144.8649,5
4 Prismall St,3,h,988000.0,S,Sweeney,22/08/2016,11.1,3.0,1.0,4.0,715.0,,2008.0,-37.8423,144.8632,5
122 McIntosh Rd,3,h,590000.0,S,Village,23/04/2016,11.1,3.0,1.0,2.0,561.0,,,-37.8444,144.8491,5
35 May St,2,h,610000.0,S,RT,24/09/2016,11.1,2.0,1.0,2.0,691.0,,,-37.834,144.8553,5
6 Hill St,3,h,815000.0,S,hockingstuart,25/02/2017,11.1,3.0,2.0,3.0,555.0,130.0,1960.0,-37.8318,144.8388,5
84 May St,4,h,970000.0,S,Greg,25/02/2017,11.1,4.0,1.0,2.0,708.0,,,-37.833,144.8494,5
155 Chambers Rd,4,h,760000.0,S,Hunter,27/06/2016,11.1,4.0,1.0,3.0,668.0,,,-37.8262,144.8439,5
268d Mason St,4,t,847500.0,S,RT,27/06/2016,11.1,4.0,3.0,1.0,252.0,,,-37.8393,144.8568,5
5 Cresser St,4,h,1200000.0,SP,RT,27/11/2016,11.1,4.0,1.0,4.0,633.0,158.0,1960.0,-37.8375,144.8541,5
107 McIntosh Rd,3,h,700000.0,SP,Hunter,27/11/2016,11.1,3.0,1.0,1.0,557.0,,,-37.8441,144.8505,5
10 Knapp St,3,h,625000.0,PI,Hunter,28/05/2016,11.1,3.0,1.0,1.0,536.0,,,-37.8285,144.8351,5
4/221 Blackshaws Rd,2,u,292000.0,S,Jas,28/08/2016,11.1,2.0,1.0,1.0,153.0,70.0,1970.0,-37.8332,144.8649,5
8/19 Mercer Rd,2,u,599000.0,S,Jellis,3/09/2016,6.3,2.0,1.0,1.0,0.0,76.0,1964.0,-37.8543,145.0262,6
1/42 Adelaide St,2,u,550000.0,VB,Noel,3/12/2016,6.3,2.0,1.0,0.0,861.0,,,-37.8539,145.0284,6
14/71 Denbigh Rd,3,u,995000.0,S,Marshall,3/12/2016,6.3,3.0,2.0,2.0,0.0,100.0,1998.0,-37.8552,145.016,6
4/769 High St,3,t,1205000.0,S,Jellis,3/12/2016,6.3,3.0,2.0,2.0,101.0,105.0,2000.0,-37.854,145.0135,6
7 Llaneast St,3,h,1939000.0,S,Jellis,3/12/2016,6.3,3.0,2.0,2.0,296.0,150.0,1889.0,-37.8614,145.0274,6
9/55 Northcote Rd,1,u,421500.0,S,Biggin,3/12/2016,6.3,1.0,1.0,0.0,0.0,,,-37.853,145.0167,6
28 Cambridge St,3,h,1870000.0,S,Hodges,4/03/2017,6.3,3.0,1.0,1.0,217.0,116.0,1888.0,-37.8592,145.0182,6
3/16 Fulton St,2,u,678000.0,S,hockingstuart,4/03/2017,6.3,2.0,1.0,2.0,0.0,,,-37.8538,145.0127,6
3/20 Mercer Rd,3,t,1918000.0,SP,Jellis,4/03/2017,6.3,3.0,2.0,2.0,0.0,165.0,1995.0,-37.8537,145.0267,6
1/77 Wattletree Rd,2,u,660000.0,SP,hockingstuart,4/03/2017,6.3,2.0,1.0,1.0,0.0,,,-37.8619,145.0257,6
12 Willis St,3,h,2050000.0,S,Marshall,4/03/2017,6.3,3.0,2.0,1.0,205.0,116.0,1910.0,-37.8574,145.0281,6
8/71 Denbigh Rd,2,u,700000.0,VB,Jellis,4/06/2016,6.3,2.0,1.0,2.0,0.0,,,-37.8552,145.016,6
11/17 Myamyn St,2,u,3625000.0,S,Jellis,4/06/2016,6.3,3.0,2.0,2.0,0.0,,2006.0,-37.8555,145.0291,6
526 Orrong Rd,4,h,3000000.0,VB,Jellis,4/06/2016,6.3,4.0,2.0,2.0,1581.0,,1934.0,-37.858,145.0111,6
553 Dandenong Rd,5,h,1525000.0,PI,Jellis,7/05/2016,6.3,8.0,2.0,2.0,693.0,,,-37.8638,145.0229,6
9/19 Mercer Rd,3,u,735000.0,PI,Marshall,7/05/2016,6.3,3.0,2.0,1.0,2113.0,14.0,1970.0,-37.8543,145.0262,6
6/26 Mercer Rd,2,u,825000.0,S,Jellis,7/05/2016,6.3,2.0,1.0,1.0,0.0,,,-37.8528,145.0268,6
538a Orrong Rd,3,t,1586000.0,S,RT,7/05/2016,6.3,2.0,2.0,2.0,246.0,,,-37.8566,145.0116,6
18/41 Kooyong Rd,2,u,645000.0,S,Marshall,8/10/2016,6.3,3.0,1.0,1.0,0.0,,1960.0,-37.8596,145.0198,6
10 William St,1,h,1435000.0,SP,Jellis,8/10/2016,6.3,2.0,2.0,1.0,144.0,107.0,1900.0,-37.8564,145.0228,6
15/405 Dandenong Rd,1,u,280000.0,PI,hockingstuart,10/09/2016,6.3,1.0,1.0,1.0,0.0,38.0,1975.0,-37.8619,145.0185,6
1/2 Armadale St,1,u,400000.0,PI,hockingstuart,10/12/2016,6.3,1.0,1.0,1.0,0.0,,,-37.8605,145.0185,6
4/20 Mercer Rd,2,h,1780000.0,S,Marshall,10/12/2016,6.3,2.0,2.0,2.0,0.0,,,-37.8537,145.0267,6
8/58 Sutherland Rd,2,u,592500.0,S,hockingstuart,10/12/2016,6.3,2.0,1.0,1.0,0.0,73.0,1970.0,-37.8574,145.0174,6
40 New St,2,h,1210000.0,S,Marshall,12/11/2016,6.3,2.0,1.0,0.0,249.0,96.0,1910.0,-37.8543,145.016,6
35 Northcote Rd,4,h,2801000.0,S,Marshall,12/11/2016,6.3,4.0,2.0,2.0,624.0,222.0,1900.0,-37.8536,145.0173,6
7/53 Wattletree Rd,1,u,390000.0,S,Jellis,14/05/2016,6.3,1.0,1.0,0.0,881.0,,,-37.8614,145.0222,6
791 High St,3,h,1800000.0,PI,RT,15/10/2016,6.3,3.0,2.0,2.0,405.0,121.0,1910.0,-37.8545,145.0145,6
25 Llaneast St,4,h,2200000.0,PI,Jellis,15/10/2016,6.3,4.0,1.0,2.0,495.0,163.0,1900.0,-37.8613,145.0264,6
8/569 Orrong Rd,1,u,324000.0,S,Jellis,16/04/2016,6.3,1.0,1.0,1.0,0.0,,,-37.8537,145.0114,6
367 Dandenong Rd,6,h,5525000.0,S,Marshall,17/09/2016,6.3,5.0,3.0,4.0,1491.0,516.0,1935.0,-37.8602,145.013,6
34a Rose St,2,h,1125000.0,S,RT,17/09/2016,6.3,3.0,1.0,2.0,169.0,,,-37.851,145.0161,6
42 Rose St,3,h,2250000.0,S,Marshall,17/09/2016,6.3,3.0,3.0,1.0,301.0,,,-37.8511,145.0167,6
12 Auburn Gr,3,h,2360000.0,S,hockingstuart,18/03/2017,6.3,3.0,2.0,0.0,336.0,,,-37.8558,145.015,6
31 Hume St,2,h,1900000.0,VB,Jellis,18/03/2017,6.3,2.0,2.0,0.0,207.0,,,-37.8571,145.0224,6
10/581 Orrong Rd,1,u,440000.0,SP,Jellis,18/03/2017,6.3,1.0,1.0,1.0,0.0,53.0,1970.0,-37.8531,145.0115,6
7/579 Dandenong Rd,2,u,490000.0,PI,Ray,18/06/2016,6.3,2.0,1.0,1.0,0.0,,1966.0,-37.8646,145.0247,6
19 Glassford St,3,h,2365000.0,S,Marshall,18/06/2016,6.3,3.0,2.0,1.0,316.0,,,-37.8521,145.019,6
14 New St,3,h,1300000.0,VB,Jellis,18/06/2016,6.3,2.0,1.0,2.0,212.0,106.0,1900.0,-37.8542,145.0149,6
7/501 Orrong Rd,3,u,732000.0,S,Gary,18/06/2016,6.3,3.0,2.0,2.0,0.0,,,-37.8597,145.0104,6
6/51 Armadale St,2,u,704000.0,SP,Greg,19/11/2016,6.3,2.0,1.0,1.0,0.0,74.0,1969.0,-37.8573,145.0186,6
12/41 Kooyong Rd,2,u,620000.0,VB,Marshall,19/11/2016,6.3,3.0,1.0,1.0,0.0,98.0,1970.0,-37.8596,145.0198,6
63 Denbigh Rd,3,h,1900000.0,S,Marshall,22/05/2016,6.3,3.0,1.0,2.0,328.0,108.0,1900.0,-37.8559,145.0158,6
13/56 Sutherland Rd,1,u,315000.0,SP,Fletchers,22/08/2016,6.3,1.0,1.0,1.0,0.0,,,-37.8575,145.0174,6
7/22 Derby St,1,u,450000.0,PI,hockingstuart,24/09/2016,6.3,1.0,1.0,1.0,0.0,,,-37.8509,145.0203,6
10/51 Armadale St,2,u,710000.0,S,Jellis,25/02/2017,6.3,2.0,1.0,1.0,2471.0,80.0,1970.0,-37.8573,145.0186,6
2/377 Dandenong Rd,2,u,872000.0,S,Jellis,25/02/2017,6.3,2.0,1.0,1.0,1194.0,,1953.0,-37.8604,145.0147,6
1/14 Denbigh Rd,2,u,598000.0,S,hockingstuart,25/02/2017,6.3,2.0,1.0,1.0,0.0,88.0,1970.0,-37.8593,145.0156,6
75 Sutherland Rd,3,h,1285000.0,S,Marshall,25/02/2017,6.3,3.0,1.0,2.0,186.0,80.0,1920.0,-37.8554,145.0173,6
61 Union St,4,h,3660000.0,S,Jellis,25/02/2017,6.3,4.0,3.0,2.0,421.0,,,-37.8593,145.0275,6
1/403 Dandenong Rd,2,u,520000.0,S,hockingstuart,27/06/2016,6.3,1.0,1.0,1.0,0.0,76.0,1970.0,-37.8618,145.0183,6
44 Denbigh Rd,4,h,3625000.0,S,Jellis,27/11/2016,6.3,4.0,1.0,2.0,709.0,251.0,1900.0,-37.8574,145.016,6
44 Hampden Rd,4,h,4200000.0,VB,Kay,27/11/2016,6.3,4.0,3.0,3.0,563.0,333.0,2000.0,-37.8582,145.0138,6
3/769 High St,3,t,1101000.0,S,Jellis,27/11/2016,6.3,3.0,1.0,2.0,103.0,3.0,2000.0,-37.8542,145.0135,6
4 Mercer Rd,3,h,3512500.0,S,Marshall,27/11/2016,6.3,3.0,2.0,2.0,617.0,285.0,1998.0,-37.8557,145.0264,6
17 Kooyong Rd,4,h,2000000.0,PI,Marshall,28/05/2016,6.3,4.0,3.0,4.0,544.0,,,-37.8611,145.0195,6
1/31 Mercer Rd,3,u,869000.0,S,Jellis,28/05/2016,6.3,2.0,1.0,1.0,0.0,91.0,1940.0,-37.853,145.0264,6
16 Llaneast St,5,h,2810000.0,S,Marshall,28/08/2016,6.3,5.0,2.0,2.0,617.0,,,-37.8611,145.0271,6
2/532 Orrong Rd,2,u,565000.0,S,Ray,28/08/2016,6.3,3.0,1.0,1.0,0.0,,,-37.8573,145.0112,6
5/555 Orrong Rd,1,u,567000.0,S,hockingstuart,28/08/2016,6.3,1.0,1.0,1.0,0.0,53.0,2013.0,-37.8549,145.0113,6
3/50 Denbigh Rd,2,u,546000.0,SP,hockingstuart,30/07/2016,6.3,2.0,0.0,0.0,0.0,,,-37.8568,145.0161,6
7/844 Malvern Rd,2,u,471500.0,S,Ray,30/07/2016,6.3,2.0,1.0,1.0,0.0,,1980.0,-37.8503,145.0185,6
2/43 Roxburgh St,2,u,455000.0,S,Nelson,3/09/2016,5.9,3.0,1.0,2.0,0.0,,,-37.7756,144.9165,7
30 Rothwell St,3,h,940000.0,S,Nelson,3/12/2016,5.9,3.0,1.0,2.0,298.0,108.0,1920.0,-37.7777,144.9195,7
9/5 Rothwell St,2,u,467000.0,SP,Brad,3/12/2016,5.9,2.0,1.0,1.0,0.0,62.0,1980.0,-37.7761,144.9201,7
7 Francis St,3,h,1380000.0,SP,Nelson,4/03/2017,5.9,3.0,2.0,2.0,277.0,174.0,1910.0,-37.7777,144.9221,7
2/21 Harold St,2,u,490000.0,VB,Jellis,4/03/2017,5.9,2.0,1.0,1.0,423.0,62.0,1970.0,-37.7736,144.9015,7
44 The Parade,4,h,1850000.0,S,Brad,4/03/2017,5.9,4.0,3.0,1.0,478.0,270.0,1900.0,-37.7729,144.9179,7
97 Walter St,3,h,1284000.0,S,Woodards,4/03/2017,5.9,3.0,1.0,2.0,623.0,,1938.0,-37.7758,144.9089,7
98 Epsom Rd,3,h,971000.0,SP,Nelson,4/06/2016,5.9,3.0,2.0,2.0,285.0,128.0,1900.0,-37.775,144.9091,7
8 Geddes St,2,h,710000.0,PI,Nelson,4/06/2016,5.9,2.0,1.0,1.0,214.0,77.0,1890.0,-37.7776,144.9142,7
75 Maribyrnong Rd,6,h,2425000.0,PI,Brad,4/06/2016,5.9,6.0,3.0,2.0,1014.0,435.0,1887.0,-37.7721,144.9184,7
119 Roseberry St,2,h,750000.0,SP,Maddison,4/06/2016,5.9,2.0,1.0,1.0,226.0,92.0,1920.0,-37.7745,144.9093,7
10 Fenton St,2,h,1053000.0,S,Nelson,6/08/2016,5.9,2.0,1.0,1.0,269.0,109.0,1900.0,-37.7748,144.929,7
10 McCully St,3,h,1377000.0,S,Nelson,6/08/2016,5.9,3.0,1.0,1.0,417.0,168.0,1900.0,-37.7756,144.9208,7
120 Epsom Rd,3,h,970000.0,S,Brad,7/05/2016,5.9,3.0,1.0,2.0,350.0,125.0,1904.0,-37.7759,144.91,7
47 Hurtle St,2,h,940000.0,S,Nelson,7/05/2016,5.9,2.0,1.0,1.0,330.0,,,-37.773,144.9049,7
63 Kent St,2,h,751000.0,PI,Nelson,7/05/2016,5.9,2.0,1.0,1.0,118.0,79.0,1890.0,-37.7807,144.9288,7
4 The Parade,2,h,950000.0,SP,Raine,7/05/2016,5.9,2.0,1.0,1.0,173.0,102.0,1900.0,-37.7731,144.9206,7
1/17 Epsom Rd,2,u,685000.0,S,Brad,7/11/2016,5.9,2.0,1.0,2.0,228.0,90.0,1995.0,-37.7718,144.9066,7
41 Monash St,3,h,1230000.0,S,Nelson,8/10/2016,5.9,4.0,1.0,2.0,594.0,148.0,1960.0,-37.7819,144.9064,7
2/78 Ormond Rd,2,h,636500.0,S,Jellis,8/10/2016,5.9,2.0,1.0,1.0,0.0,,,-37.7738,144.9345,7
83 Roseberry St,3,h,910000.0,S,Raine,8/10/2016,5.9,3.0,1.0,0.0,317.0,,,-37.7746,144.9112,7
51 Francis St,2,h,770000.0,PI,Nelson,10/09/2016,5.9,2.0,1.0,1.0,226.0,87.0,1900.0,-37.7774,144.9186,7
33 Dalgety Dr,3,h,960000.0,S,Walshe,10/12/2016,5.9,3.0,2.0,2.0,229.0,,2011.0,-37.7778,144.9065,7
12 Mirams St,4,h,890000.0,SP,Raine,10/12/2016,5.9,4.0,1.0,1.0,300.0,185.0,1890.0,-37.7766,144.9143,7
2 The Parade,2,h,965000.0,S,Nelson,10/12/2016,5.9,2.0,1.0,1.0,170.0,,,-37.7732,144.9206,7
78 The Parade,3,h,1440000.0,S,Nelson,11/02/2017,5.9,3.0,1.0,1.0,487.0,131.0,1900.0,-37.7725,144.9146,7
11 Ascot St,2,h,955000.0,S,Woodards,11/03/2017,5.9,2.0,1.0,0.0,255.0,,,-37.7825,144.9208,7
24/54 Epsom Rd,2,u,450000.0,VB,Nelson,12/11/2016,5.9,2.0,1.0,1.0,0.0,,2010.0,-37.7731,144.9074,7
2 Farncomb St,3,h,801000.0,S,Jellis,12/11/2016,5.9,3.0,1.0,2.0,431.0,,1950.0,-37.781,144.9207,7
26 Newsom St,3,h,1000000.0,PI,Brad,12/11/2016,5.9,3.0,2.0,2.0,440.0,120.0,1955.0,-37.7746,144.9031,7
8 Pentland St,3,h,1435000.0,S,Nelson,12/11/2016,5.9,3.0,2.0,2.0,532.0,147.0,1950.0,-37.7737,144.904,7
8/129 The Parade,1,u,390000.0,S,Alexkarbon,12/11/2016,5.9,1.0,1.0,1.0,0.0,58.0,1972.0,-37.7723,144.9094,7
52 Monash St,3,h,1425000.0,PI,Jellis,13/08/2016,5.9,3.0,2.0,2.0,495.0,139.0,1920.0,-37.7821,144.9055,7
58 Fenton St,4,h,1340000.0,S,Nelson,14/05/2016,5.9,3.0,2.0,2.0,683.0,232.0,1978.0,-37.775,144.93200000000004,7
70 Munro St,3,h,955000.0,S,Brad,14/05/2016,5.9,3.0,1.0,1.0,263.0,117.0,1910.0,-37.7753,144.9116,7
125 Epsom Rd,4,h,1100000.0,VB,Nelson,15/10/2016,5.9,4.0,2.0,5.0,559.0,195.0,1920.0,-37.7791,144.9136,7
33 Hockey La,3,h,1255000.0,S,Nelson,15/10/2016,5.9,3.0,2.0,2.0,308.0,,,-37.7759,144.9338,7
3/28 Ormond Rd,2,u,432000.0,S,Biggin,15/10/2016,5.9,2.0,1.0,1.0,0.0,62.0,1978.0,-37.773,144.9303,7
7 Angler Pde,4,h,1640000.0,S,Raine,16/04/2016,5.9,4.0,3.0,2.0,562.0,204.0,1890.0,-37.782,144.903,7
26 Ayr St,6,h,1430000.0,S,Nelson,16/04/2016,5.9,4.0,2.0,1.0,461.0,286.0,1900.0,-37.78,144.9295,7
2/127 Epsom Rd,2,u,610000.0,SP,Brad,16/04/2016,5.9,2.0,1.0,1.0,301.0,104.0,1995.0,-37.7791,144.914,7
57 The Parade,3,h,940000.0,S,Nelson,16/04/2016,5.9,3.0,3.0,1.0,491.0,127.0,1950.0,-37.7727,144.9136,7
62 Mirams St,3,h,890000.0,SP,Brad,16/07/2016,5.9,3.0,1.0,1.0,242.0,110.0,1920.0,-37.7765,144.9114,7
67 Hurtle St,3,h,1180000.0,SP,Brad,17/09/2016,5.9,3.0,2.0,2.0,617.0,149.0,1930.0,-37.7742,144.906,7
95 Walter St,4,h,1480000.0,S,Raine,17/09/2016,5.9,4.0,2.0,2.0,597.0,180.0,1939.0,-37.7757,144.9088,7
15 Bayview Tce,2,h,1150000.0,S,Brad,18/03/2017,5.9,2.0,1.0,1.0,387.0,,,-37.7734,144.9191,7
57 Monash St,3,h,1350000.0,S,Brad,18/03/2017,5.9,3.0,1.0,3.0,575.0,,,-37.7828,144.9049,7
54 South St,5,h,1905000.0,S,Nelson,18/03/2017,5.9,5.0,2.0,2.0,521.0,,,-37.7778,144.9261,7
3/8 Walter St,2,t,865000.0,SP,Nelson,18/03/2017,5.9,2.0,2.0,1.0,146.0,132.0,2015.0,-37.7713,144.9038,7
2/225 Maribyrnong Rd,2,t,705000.0,S,Brad,18/06/2016,5.9,2.0,2.0,1.0,113.0,,1998.0,-37.7712,144.9088,7
12/9 Milton St,2,u,442000.0,S,Alexkarbon,18/06/2016,5.9,2.0,1.0,1.0,0.0,62.0,1975.0,-37.7733,144.9219,7
107/8 Burrowes St,2,u,540000.0,S,Jellis,19/11/2016,5.9,2.0,2.0,1.0,0.0,,,-37.7786,144.9141,7
21A Geddes St,3,h,1037500.0,S,Alexkarbon,19/11/2016,5.9,3.0,1.0,2.0,506.0,110.0,1920.0,-37.7779,144.9133,7
1/20 Newsom St,3,t,1050000.0,S,Jellis,19/11/2016,5.9,3.0,2.0,2.0,318.0,160.0,2013.0,-37.7744,144.9035,7
4/27 Roseberry St,2,u,440000.0,S,McDonald,19/11/2016,5.9,2.0,1.0,1.0,0.0,65.0,1970.0,-37.7749,144.9137,7
126 The Parade,2,h,1010000.0,S,Brad,19/11/2016,5.9,2.0,1.0,1.0,325.0,,,-37.7722,144.9117,7
43 Bloomfield Rd,4,h,1430000.0,S,Nelson,22/05/2016,5.9,4.0,2.0,0.0,418.0,158.0,1900.0,-37.7766,144.9187,7
6/17 Geddes St,2,u,570000.0,VB,Nelson,22/05/2016,5.9,2.0,1.0,1.0,0.0,,,-37.7779,144.9137,7
1/60 The Parade,2,u,690000.0,S,Brad,22/05/2016,5.9,2.0,1.0,1.0,0.0,,,-37.7728,144.9169,7
45 Bloomfield Rd,3,h,1291000.0,S,Brad,23/04/2016,5.9,3.0,1.0,2.0,414.0,,,-37.7766,144.9185,7
21 Middle St,3,h,1130000.0,S,Nelson,23/04/2016,5.9,3.0,2.0,1.0,272.0,157.0,1900.0,-37.7774,144.928,7
78 Francis St,3,h,1135000.0,S,Brad,24/09/2016,5.9,3.0,1.0,1.0,296.0,104.0,1910.0,-37.777,144.9176,7
25 Geddes St,4,h,950000.0,PI,Nelson,24/09/2016,5.9,4.0,2.0,1.0,298.0,147.0,1920.0,-37.7778,144.9131,7
106/246 Union Rd,3,u,790000.0,PI,Weda,24/09/2016,5.9,3.0,2.0,1.0,0.0,148.0,,-37.7722,144.9163,7
18/54 Epsom Rd,2,u,390000.0,PI,Jellis,25/02/2017,5.9,2.0,1.0,1.0,1957.0,69.0,2012.0,-37.7731,144.9074,7
15 Mirams St,4,h,1345000.0,S,Jellis,25/02/2017,5.9,4.0,1.0,1.0,552.0,155.0,1920.0,-37.7769,144.9138,7
44 Walter St,3,h,1381500.0,S,Barry,25/02/2017,5.9,3.0,2.0,2.0,416.0,168.0,1900.0,-37.7727,144.9055,7
25 Dalgety Dr,3,h,940000.0,S,Jellis,26/07/2016,5.9,3.0,2.0,2.0,285.0,172.0,2011.0,-37.7778,144.9061,7
7 Dalgety Dr,3,h,995000.0,S,Nelson,26/07/2016,5.9,3.0,2.0,1.0,314.0,177.0,2010.0,-37.7778,144.9042,7
37 Epsom Rd,3,h,1050000.0,SP,Frank,26/07/2016,5.9,3.0,1.0,3.0,536.0,,,-37.7728,144.9076,7
6 Waller Ct,3,h,786000.0,S,Brad,26/07/2016,5.9,3.0,2.0,1.0,576.0,120.0,1940.0,-37.7816,144.9217,7
17 Ascot St,2,h,705000.0,PI,Nelson,27/06/2016,5.9,2.0,1.0,3.0,252.0,108.0,1910.0,-37.7825,144.9206,7
73 Kent St,2,h,760000.0,PI,Nelson,27/06/2016,5.9,2.0,1.0,1.0,124.0,77.0,1900.0,-37.7807,144.9285,7
9/129 The Parade,3,u,487500.0,S,Hodges,27/06/2016,5.9,3.0,1.0,3.0,0.0,,1972.0,-37.7723,144.9094,7
1 East St,3,t,1000000.0,S,Nelson,27/11/2016,5.9,3.0,2.0,2.0,200.0,144.0,2003.0,-37.7766,144.9277,7
32 Geddes St,4,h,1110000.0,PI,Nelson,27/11/2016,5.9,4.0,2.0,1.0,349.0,,1920.0,-37.7775,144.91299999999995,7
30 Mirams St,4,h,1300000.0,PI,Jellis,27/11/2016,5.9,4.0,1.0,4.0,664.0,,,-37.7765,144.9132,7
43 Mirams St,3,h,1060000.0,PI,Nelson,27/11/2016,5.9,3.0,1.0,1.0,555.0,,,-37.7767,144.9125,7
45 Mirams St,3,h,1410000.0,PI,Nelson,27/11/2016,5.9,3.0,2.0,2.0,459.0,,,-37.7767,144.9124,7
1 Bloomfield Rd,3,h,1305000.0,S,Barry,28/05/2016,5.9,2.0,1.0,1.0,278.0,166.0,1900.0,-37.7768,144.9223,7
26 Milton St,3,h,932500.0,S,Nelson,28/05/2016,5.9,3.0,2.0,1.0,254.0,,,-37.7738,144.9215,7
10 Ayr St,3,h,965000.0,S,Alexkarbon,28/08/2016,5.9,3.0,1.0,0.0,216.0,,,-37.7792,144.9297,7
58 Bloomfield Rd,3,h,1215000.0,S,Stockdale,28/08/2016,5.9,3.0,1.0,1.0,452.0,175.0,1960.0,-37.7762,144.9174,7
1/91 Epsom Rd,2,u,545000.0,S,Nelson,28/08/2016,5.9,2.0,1.0,2.0,194.0,71.0,1900.0,-37.7772,144.9118,7
5 Doncaster St,4,h,1705000.0,S,Jellis,30/07/2016,5.9,4.0,2.0,4.0,598.0,273.0,2012.0,-37.7774,144.9104,7
6 McCully St,3,h,970000.0,S,Nelson,30/07/2016,5.9,2.0,1.0,1.0,194.0,,,-37.7756,144.921,7
75 Munro St,2,h,925000.0,S,Barry,30/07/2016,5.9,2.0,1.0,1.0,407.0,,,-37.7756,144.9105,7
61 Dent St,4,h,2650000.0,S,Marshall,3/09/2016,11.0,4.0,3.0,2.0,753.0,399.0,2015.0,-37.8669,145.0767,8
69 Albion Rd,3,h,1670000.0,S,Jellis,3/12/2016,11.0,3.0,2.0,2.0,599.0,220.0,1930.0,-37.8673,145.0688,8
1/17 Ashburn Gr,3,t,955000.0,S,Buxton,3/12/2016,11.0,3.0,2.0,2.0,203.0,,,-37.8655,145.0807,8
3/39 Solway St,3,t,2050000.0,S,Fletchers,3/12/2016,11.0,3.0,3.0,4.0,310.0,315.0,2014.0,-37.874,145.0714,8
101/218 High St,2,u,500000.0,VB,Fletchers,4/03/2017,11.0,2.0,1.0,1.0,710.0,,2010.0,-37.8636,145.0794,8
51 Victory Bvd,2,h,1575000.0,S,Jellis,4/03/2017,11.0,2.0,1.0,2.0,679.0,,,-37.869,145.0822,8
3 Dunlop St,3,h,1555000.0,S,Jellis,4/06/2016,11.0,3.0,2.0,2.0,731.0,149.0,1935.0,-37.8666,145.0676,8
16a Nicholas St,3,h,1100000.0,PI,Marshall,8/10/2016,11.0,3.0,3.0,2.0,276.0,178.0,2004.0,-37.8699,145.0778,8
5 Nicholas St,3,h,1337000.0,S,Buxton,8/10/2016,11.0,3.0,1.0,2.0,583.0,112.0,1950.0,-37.8685,145.0786,8
115 Ashburn Gr,8,h,2950000.0,S,hockingstuart,10/09/2016,11.0,9.0,7.0,4.0,1472.0,618.0,2009.0,-37.8729,145.0788,8
33 Eleanor St,4,h,2215000.0,SP,Marshall,10/09/2016,11.0,4.0,2.0,1.0,681.0,,1940.0,-37.8612,145.0858,8
1/1 Nairn St,3,h,1518000.0,S,Jellis,10/09/2016,11.0,3.0,2.0,2.0,516.0,145.0,1920.0,-37.8675,145.0668,8
