suburb_name,suburb_postcode,suburb_region_name,suburb_property_count,suburb_council_area,suburb_description_wordcount,suburb_neighborhoods_overview_wordcount,suburb_transit_wordcount,suburb_rental_dailyprice
Wheelers Hill,3150.0,South-Eastern Metropolitan,7392.0,['Monash'],"[('glen', 178), ('waverley', 139), ('shopping', 135), ('centre', 108), ('room', 100), ('walk', 79), ('station', 72), ('train', 66), ('house', 64), ('monash', 61)]","[('glen', 69), ('waverley', 62), ('shopping', 48), ('centre', 37), ('restaurants', 25), ('close', 25), ('quiet', 22), ('train', 16), ('walk', 16), ('monash', 15)]","[('glen', 75), ('train', 70), ('station', 69), ('waverley', 68), ('bus', 62), ('walk', 56), ('shopping', 47), ('minutes', 39), ('centre', 33), ('public', 33)]",109.74226804123711
Altona Meadows,3028.0,Western Metropolitan,7630.0,['Hobsons Bay'],"[('house', 13), ('bedroom', 13), ('bed', 13), ('train', 13), ('kitchen', 11), ('walk', 11), ('living', 10), ('bathroom', 10), ('room', 10), ('area', 10)]","[('melbourne', 10), (""'s"", 7), ('beach', 7), ('drive', 6), ('western', 4), ('west', 4), ('along', 4), ('museum', 4), ('werribee', 4), ('altona', 3)]","[('train', 8), ('walk', 6), ('station', 6), ('minute', 5), ('bus', 5), ('drive', 4), ('mins', 3), ('laverton', 3), ('aircraft', 3), ('stop', 2)]",90.75
Blackburn South,3130.0,Eastern Metropolitan,4387.0,['Whitehorse'],"[('train', 38), ('blackburn', 35), ('station', 30), ('house', 29), ('room', 22), ('bus', 21), ('box', 20), ('melbourne', 19), ('walk', 19), ('hill', 19)]","[('blackburn', 29), ('hill', 13), ('lake', 12), ('suburb', 12), ('box', 10), ('parks', 8), ('shopping', 7), ('sanctuary', 6), ('house', 6), ('transport', 5)]","[('station', 26), ('train', 22), ('bus', 21), ('minutes', 19), ('walk', 14), ('mins', 11), ('blackburn', 11), ('drive', 11), ('box', 10), ('hill', 10)]",100.96153846153847
Carrum Downs,3201.0,South-Eastern Metropolitan,8060.0,['Frankston'],,,,
Clayton South,3169.0,South-Eastern Metropolitan,4734.0,['Kingston'],"[('station', 22), ('clayton', 18), ('bed', 16), ('living', 15), ('mins', 15), ('area', 14), ('walk', 14), ('train', 14), ('monash', 14), ('bedroom', 12)]","[('quiet', 5), ('people', 5), ('walk', 5), ('shopping', 5), ('mins', 4), ('clayton', 4), ('train', 4), ('station', 4), ('good', 4), ('neighbourhood', 3)]","[('mins', 20), ('station', 17), ('clayton', 15), ('bus', 9), ('walk', 7), ('train', 7), ('parking', 7), ('shopping', 5), ('street', 5), ('drive', 5)]",84.0
Croydon North,3136.0,Eastern Metropolitan,2985.0,['Maroondah'],,,,
Langwarrin,3910.0,Eastern Victoria,8743.0,['Frankston'],,,,
Noble Park,3174.0,South-Eastern Metropolitan,11806.0,['Greater Dandenong'],"[('walk', 27), ('min', 23), ('guests', 20), ('room', 20), ('house', 18), ('close', 18), ('train', 18), ('quiet', 16), ('kitchen', 14), ('park', 13)]","[('quiet', 12), ('neighbourhood', 11), ('walk', 8), ('located', 7), ('safe', 7), ('within', 7), ('min', 6), ('shopping', 6), ('friendly', 6), ('minutes', 5)]","[('walk', 15), ('train', 13), ('min', 12), ('stop', 11), ('bus', 8), ('station', 7), ('park', 4), ('minutes', 4), ('parking', 4), ('mins', 4)]",50.333333333333336
Notting Hill,3168.0,Southern Metropolitan,902.0,['Monash'],"[('monash', 110), ('walk', 93), ('minutes', 82), ('room', 76), ('clayton', 73), ('bus', 57), ('station', 50), ('centre', 49), ('university', 47), ('bedroom', 41)]","[('clayton', 25), ('house', 23), ('time', 21), ('quiet', 19), ('monash', 17), ('shopping', 15), ('bus', 14), ('living', 14), ('people', 14), ('km', 13)]","[('walk', 77), ('minutes', 76), ('bus', 64), ('station', 56), ('train', 52), ('monash', 52), ('clayton', 51), ('need', 30), ('transport', 24), ('university', 23)]",60.56
Ringwood North,3134.0,Eastern Metropolitan,3619.0,['Maroondah'],"[('ringwood', 39), ('station', 35), ('room', 32), ('melbourne', 28), ('shopping', 28), ('area', 26), ('walk', 26), ('house', 25), ('train', 24), ('eastland', 23)]","[('ringwood', 37), ('shopping', 21), ('eastland', 19), ('walk', 17), ('centre', 15), ('station', 14), ('valley', 13), ('close', 13), ('minutes', 13), ('yarra', 13)]","[('station', 41), ('bus', 32), ('ringwood', 32), ('train', 29), ('minutes', 28), ('walk', 18), ('city', 17), ('street', 14), ('shopping', 13), ('min', 11)]",119.93103448275862
Sydenham,3037.0,Western Metropolitan,3640.0,['Brimbank'],,,,
Albanvale,3021.0,Western Metropolitan,1899.0,['Brimbank'],,,,
Beaconsfield Upper,3808.0,Eastern Victoria,973.0,['Cardinia'],,,,
Chelsea Heights,3196.0,South-Eastern Metropolitan,2076.0,['Kingston'],"[('beach', 44), ('bedroom', 26), ('walk', 26), ('bed', 24), ('house', 22), ('room', 19), ('private', 18), ('train', 18), ('area', 16), ('quiet', 15)]","[('beach', 17), ('``', 12), ('restaurants', 10), ('cafes', 9), ('quiet', 8), ('street', 8), ('close', 8), ('area', 7), ('drive', 6), ('beautiful', 6)]","[('train', 22), ('walk', 21), ('minutes', 15), ('station', 14), ('city', 12), ('melbourne', 9), ('min', 8), ('bus', 8), ('away', 6), ('close', 6)]",119.0
Dallas,3047.0,Northern Metropolitan,2246.0,['Hume'],,,,
Deer Park,3023.0,Western Metropolitan,6388.0,['Brimbank'],"[('away', 21), ('mins', 18), ('close', 16), ('centre', 14), ('melbourne', 13), ('guests', 13), ('house', 13), ('room', 12), ('kitchen', 12), ('use', 12)]","[('centre', 12), ('park', 10), ('shopping', 9), ('minutes', 6), ('deer', 6), ('st', 6), ('albans', 6), ('sunshine', 6), ('enough', 6), ('cairnlea', 6)]","[('station', 20), ('bus', 13), ('train', 12), ('minutes', 11), ('every', 9), ('mins', 9), ('drive', 8), ('away', 8), ('ginifer', 6), ('city', 6)]",113.6
Eltham North,3095.0,Eastern Metropolitan,2346.0,"['Nillumbik', 'Banyule']","[('eltham', 38), ('area', 30), ('private', 28), ('room', 24), ('home', 23), ('yarra', 21), ('enjoy', 19), ('access', 19), ('house', 19), ('large', 19)]","[('eltham', 26), ('yarra', 14), ('valley', 12), ('walk', 12), ('local', 11), ('beautiful', 10), ('area', 9), ('leafy', 8), ('shops', 8), ('away', 8)]","[('eltham', 30), ('walk', 25), ('train', 24), ('station', 23), ('bus', 18), ('minutes', 17), ('car', 12), ('minute', 11), ('transport', 10), ('away', 10)]",109.30434782608695
Keilor,3036.0,Western Metropolitan,2339.0,['Brimbank'],,,,
Meadow Heights,3048.0,Northern Metropolitan,4704.0,['Hume'],,,,
Mount Evelyn,3796.0,Eastern Victoria,3532.0,['Yarra Ranges'],,,,
North Warrandyte,3113.0,Eastern Metropolitan,1058.0,['Nillumbik'],"[('warrandyte', 32), ('yarra', 31), ('house', 28), ('river', 22), ('bed', 21), ('bedroom', 19), ('room', 18), ('large', 18), ('melbourne', 16), ('private', 16)]","[('warrandyte', 30), ('river', 17), ('yarra', 16), ('restaurants', 14), ('cafes', 13), ('close', 10), ('melbourne', 9), ('valley', 9), ('village', 8), ('great', 8)]","[('bus', 24), ('city', 12), ('car', 11), ('walk', 11), ('warrandyte', 8), ('stop', 8), ('train', 7), ('station', 7), ('minute', 7), ('transport', 7)]",351.09090909090907
Pakenham,3810.0,Eastern Victoria,17384.0,['Cardinia'],,,,
Riddells Creek,3431.0,Northern Victoria,1475.0,['Macedon Ranges'],,,,
Sandhurst,3977.0,South-Eastern Metropolitan,1721.0,['Frankston'],"[('room', 33), ('home', 27), ('house', 26), ('area', 25), ('guests', 21), ('minutes', 20), ('large', 19), ('walk', 17), ('min', 17), ('train', 16)]","[('walking', 7), ('area', 7), ('melbourne', 6), ('shopping', 6), ('peaceful', 6), ('neighbourhood', 5), ('plenty', 5), ('minutes', 5), ('walk', 4), ('golf', 4)]","[('train', 19), ('km', 17), ('walk', 15), ('min', 15), ('melbourne', 13), ('station', 13), ('shopping', 12), ('bus', 11), ('public', 10), ('drive', 8)]",77.58333333333333
Scoresby,3179.0,Eastern Metropolitan,2206.0,['Knox'],,,,
Silvan,3795.0,Eastern Victoria,457.0,['Yarra Ranges'],,,,
Aspendale,3195.0,South-Eastern Metropolitan,2824.0,['Kingston'],"[('beach', 65), ('private', 61), ('bedroom', 52), ('walk', 49), ('bathroom', 45), ('train', 43), ('home', 42), ('area', 42), ('station', 40), ('please', 39)]","[('beach', 43), ('walk', 34), ('parkdale', 28), ('shops', 27), ('melbourne', 25), ('cafes', 23), ('train', 22), (""'s"", 21), ('restaurants', 20), ('mordialloc', 19)]","[('train', 51), ('station', 51), ('walk', 45), ('minutes', 27), ('bus', 26), ('minute', 21), ('mordialloc', 21), ('city', 20), ('shopping', 20), ('melbourne', 20)]",133.94
Chirnside Park,3116.0,Eastern Victoria,3789.0,['Yarra Ranges'],,,,
Croydon Hills,3136.0,Eastern Metropolitan,1705.0,['Maroondah'],,,,
Croydon South,3136.0,Eastern Metropolitan,1863.0,['Maroondah'],,,,
Derrimut,3030.0,Western Metropolitan,2276.0,['Brimbank'],"[('room', 221), ('house', 164), ('mins', 119), ('melbourne', 113), ('home', 101), ('bedroom', 98), ('drive', 95), ('kitchen', 91), ('werribee', 90), ('living', 89)]","[('werribee', 104), ('point', 71), ('cook', 68), ('drive', 64), ('shopping', 58), ('park', 47), ('lakes', 36), ('sanctuary', 35), ('center', 34), ('great', 29)]","[('mins', 114), ('bus', 85), ('minutes', 82), ('station', 80), ('melbourne', 72), ('werribee', 71), ('min', 65), ('park', 64), ('train', 62), ('walk', 60)]",111.29032258064517
Diggers Rest,3427.0,Western Metropolitan,1184.0,['Melton'],,,,
Edithvale,3196.0,South-Eastern Metropolitan,2546.0,['Kingston'],"[('beach', 44), ('bedroom', 26), ('walk', 26), ('bed', 24), ('house', 22), ('room', 19), ('private', 18), ('train', 18), ('area', 16), ('quiet', 15)]","[('beach', 17), ('``', 12), ('restaurants', 10), ('cafes', 9), ('quiet', 8), ('street', 8), ('close', 8), ('area', 7), ('drive', 6), ('beautiful', 6)]","[('train', 22), ('walk', 21), ('minutes', 15), ('station', 14), ('city', 12), ('melbourne', 9), ('min', 8), ('bus', 8), ('away', 6), ('close', 6)]",119.0
Hampton Park,3976.0,South-Eastern Metropolitan,8256.0,['Casey'],,,,
Knoxfield,3180.0,Eastern Metropolitan,2949.0,['Knox'],,,,
St Helena,3088.0,Eastern Metropolitan,915.0,['Banyule'],,,,
Upwey,3158.0,Eastern Victoria,2591.0,['Yarra Ranges'],,,,
Bacchus Marsh,3340.0,Western Victoria,2871.0,['Moorabool'],,,,
Coolaroo,3048.0,Northern Metropolitan,1124.0,['Hume'],,,,
Cranbourne North,3977.0,South-Eastern Metropolitan,6464.0,['Casey'],"[('room', 33), ('home', 27), ('house', 26), ('area', 25), ('guests', 21), ('minutes', 20), ('large', 19), ('walk', 17), ('min', 17), ('train', 16)]","[('walking', 7), ('area', 7), ('melbourne', 6), ('shopping', 6), ('peaceful', 6), ('neighbourhood', 5), ('plenty', 5), ('minutes', 5), ('walk', 4), ('golf', 4)]","[('train', 19), ('km', 17), ('walk', 15), ('min', 15), ('melbourne', 13), ('station', 13), ('shopping', 12), ('bus', 11), ('public', 10), ('drive', 8)]",77.58333333333333
Kilsyth,3137.0,Eastern Metropolitan,4654.0,['Maroondah'],,,,
Montrose,3765.0,Eastern Victoria,2493.0,['Yarra Ranges'],,,,
Aspendale Gardens,3195.0,South-Eastern Metropolitan,2243.0,['Kingston'],"[('beach', 65), ('private', 61), ('bedroom', 52), ('walk', 49), ('bathroom', 45), ('train', 43), ('home', 42), ('area', 42), ('station', 40), ('please', 39)]","[('beach', 43), ('walk', 34), ('parkdale', 28), ('shops', 27), ('melbourne', 25), ('cafes', 23), ('train', 22), (""'s"", 21), ('restaurants', 20), ('mordialloc', 19)]","[('train', 51), ('station', 51), ('walk', 45), ('minutes', 27), ('bus', 26), ('minute', 21), ('mordialloc', 21), ('city', 20), ('shopping', 20), ('melbourne', 20)]",133.94
Bullengarook,3437.0,Northern Victoria,249.0,['Macedon Ranges'],,,,
Clarinda,3169.0,South-Eastern Metropolitan,2727.0,['Kingston'],"[('station', 22), ('clayton', 18), ('bed', 16), ('living', 15), ('mins', 15), ('area', 14), ('walk', 14), ('train', 14), ('monash', 14), ('bedroom', 12)]","[('quiet', 5), ('people', 5), ('walk', 5), ('shopping', 5), ('mins', 4), ('clayton', 4), ('train', 4), ('station', 4), ('good', 4), ('neighbourhood', 3)]","[('mins', 20), ('station', 17), ('clayton', 15), ('bus', 9), ('walk', 7), ('train', 7), ('parking', 7), ('shopping', 5), ('street', 5), ('drive', 5)]",84.0
Deepdene,3103.0,Southern Metropolitan,892.0,['Boroondara'],"[('balwyn', 46), ('house', 37), ('room', 34), ('•', 30), ('melbourne', 25), ('bathroom', 24), (""'s"", 24), ('area', 22), ('private', 21), ('shared', 21)]","[('balwyn', 53), ('’', 34), ('melbourne', 20), ('homes', 20), ('area', 18), ('period', 15), ('cafes', 14), ('cinema', 13), ('suburb', 12), (""'s"", 11)]","[('city', 25), ('bus', 22), ('tram', 22), ('balwyn', 17), ('minutes', 12), ('also', 12), ('•', 12), ('￫', 12), ('stop', 12), ('trams', 11)]",80.04
Delahey,3037.0,Western Metropolitan,2898.0,['Brimbank'],,,,
Hurstbridge,3099.0,Northern Victoria,1345.0,['Nillumbik'],,,,
Kurunjang,3337.0,Northern Victoria,3553.0,['Melton'],,,,
Wonga Park,3115.0,Eastern Victoria,1328.0,['Manningham'],,,,
Endeavour Hills,3802.0,South-Eastern Metropolitan,8443.0,['Casey'],,,,
Officer,3809.0,Eastern Victoria,2768.0,['Cardinia'],,,,
Waterways,3195.0,South-Eastern Metropolitan,709.0,['Kingston'],"[('beach', 65), ('private', 61), ('bedroom', 52), ('walk', 49), ('bathroom', 45), ('train', 43), ('home', 42), ('area', 42), ('station', 40), ('please', 39)]","[('beach', 43), ('walk', 34), ('parkdale', 28), ('shops', 27), ('melbourne', 25), ('cafes', 23), ('train', 22), (""'s"", 21), ('restaurants', 20), ('mordialloc', 19)]","[('train', 51), ('station', 51), ('walk', 45), ('minutes', 27), ('bus', 26), ('minute', 21), ('mordialloc', 21), ('city', 20), ('shopping', 20), ('melbourne', 20)]",133.94
Ardeer,3022.0,Western Metropolitan,1281.0,['Brimbank'],,,,
Beaconsfield,3807.0,Eastern Victoria,2332.0,['Cardinia'],,,,
Springvale South,3172.0,South-Eastern Metropolitan,4054.0,['Greater Dandenong'],,,,
Yarra Glen,3775.0,Northern Victoria,1160.0,['Yarra Ranges'],"[('yarra', 66), ('valley', 34), ('home', 32), ('glen', 31), ('house', 29), ('bed', 24), ('bedroom', 24), ('beautiful', 24), ('room', 23), (""'s"", 22)]","[('``', 72), ('yarra', 43), ('valley', 39), ('minutes', 29), ('healesville', 29), ('drive', 24), ('wineries', 23), (';', 21), ('visit', 17), ('sanctuary', 17)]","[('yarra', 19), ('transport', 18), ('bus', 16), ('car', 13), ('airport', 13), ('glen', 12), ('lilydale', 11), ('area', 10), ('available', 10), ('services', 9)]",311.76666666666665
Brookfield,3338.0,Western Victoria,3122.0,['Melton'],,,,
Emerald,3782.0,Eastern Victoria,2259.0,['Cardinia'],"[('emerald', 36), ('property', 25), ('living', 17), ('area', 17), ('beautiful', 16), (""'s"", 16), ('puffing', 15), ('billy', 15), ('house', 15), ('train', 14)]","[('emerald', 48), ('lake', 21), ('puffing', 13), ('billy', 13), ('park', 12), ('restaurants', 11), ('located', 11), ('beautiful', 9), ('cafes', 9), ('area', 9)]","[('emerald', 21), ('minutes', 17), ('belgrave', 16), ('car', 15), ('walk', 14), ('road', 13), ('station', 12), ('train', 11), ('drive', 10), ('buses', 8)]",173.8095238095238
Whittlesea,3757.0,Northern Victoria,2170.0,['Whittlesea'],,,,
Burnside,3023.0,Western Metropolitan,1607.0,,"[('away', 21), ('mins', 18), ('close', 16), ('centre', 14), ('melbourne', 13), ('guests', 13), ('house', 13), ('room', 12), ('kitchen', 12), ('use', 12)]","[('centre', 12), ('park', 10), ('shopping', 9), ('minutes', 6), ('deer', 6), ('st', 6), ('albans', 6), ('sunshine', 6), ('enough', 6), ('cairnlea', 6)]","[('station', 20), ('bus', 13), ('train', 12), ('minutes', 11), ('every', 9), ('mins', 9), ('drive', 8), ('away', 8), ('ginifer', 6), ('city', 6)]",113.6
Attwood,3049.0,Northern Metropolitan,1130.0,,,,,
Wallan,3756.0,Northern Victoria,3988.0,,,,,
New Gisborne,3438.0,Northern Victoria,849.0,,,,,
Plumpton,3335.0,Western Metropolitan,1490.0,,,,,
Monbulk,3793.0,Eastern Victoria,1424.0,,,,,
